"FrameId","VesicleId","MovieName","IntCh0","IntCh1","xCoord","yCoord","radius","bg0","bg1","Net0","Net1","Norm0","Norm1","rad_mean","rad_sd","rad_cv"
4,1574,"2ch_WT_001_pos010.tif",324.49,6457.31,975,472,76.45,110,158,214.49,6299.31,0.950795691298373,1.09270634029909,76.9029411764706,0.759002344412406,0.00986961399396559
5,1574,"2ch_WT_001_pos010.tif",313.82,6073.34,976,471,77,111,170,202.82,5903.34,0.899064674852609,1.02401962229851,76.9029411764706,0.759002344412406,0.00986961399396559
6,1574,"2ch_WT_001_pos010.tif",310.76,6084.76,976,470,77,110,161,200.76,5923.76,0.889933064408883,1.02756176635379,76.9029411764706,0.759002344412406,0.00986961399396559
7,1574,"2ch_WT_001_pos010.tif",314.93,6056.7,976,469,77,111,161,203.93,5895.7,0.903985105722772,1.02269435390564,76.9029411764706,0.759002344412406,0.00986961399396559
8,1574,"2ch_WT_001_pos010.tif",321,6387.95,976,468,76.45,111,146,210,6241.95,0.930892326787535,1.08275641948561,76.9029411764706,0.759002344412406,0.00986961399396559
9,1574,"2ch_WT_001_pos010.tif",330.92,6503.74,976,467,76.45,112,146,218.92,6357.74,0.970433086572987,1.10284186807335,76.9029411764706,0.759002344412406,0.00986961399396559
10,1574,"2ch_WT_001_pos010.tif",326.31,6392.31,976,466,76.45,112,145,214.31,6247.31,0.949997783589698,1.08368618893401,76.9029411764706,0.759002344412406,0.00986961399396559
11,1574,"2ch_WT_001_pos010.tif",325.22,6065.86,977,466,77,113,147,212.22,5918.86,0.94073318852786,1.02671179055209,76.9029411764706,0.759002344412406,0.00986961399396559
12,1574,"2ch_WT_001_pos010.tif",318.97,6079.15,977,465,77,114,148,204.97,5931.15,0.908595239150672,1.02884366863433,76.9029411764706,0.759002344412406,0.00986961399396559
13,1574,"2ch_WT_001_pos010.tif",336.93,6439.18,976,464,76.45,114,158,222.93,6281.18,0.988208697194025,1.08956142983276,76.9029411764706,0.759002344412406,0.00986961399396559
14,1574,"2ch_WT_001_pos010.tif",331.49,6416.36,977,463,76.45,115,172,216.49,6244.36,0.959661332505874,1.08317446880849,76.9029411764706,0.759002344412406,0.00986961399396559
15,1574,"2ch_WT_001_pos010.tif",336.58,6483.36,977,462,76.45,116,241,220.58,6242.36,0.977791568775212,1.08282753990983,76.9029411764706,0.759002344412406,0.00986961399396559
16,1574,"2ch_WT_001_pos010.tif",371.86,6803.47,978,462,75.35,116,173,255.86,6630.47,1.13418147967552,1.15015082733869,76.9029411764706,0.759002344412406,0.00986961399396559
0,1575,"2ch_WT_001_pos010.tif",177.18,4288.97,340,548,63.8,107,142,70.18,4146.97,1,1,62.5058823529412,0.473973348717117,0.00758285989854225
1,1575,"2ch_WT_001_pos010.tif",181.5,4332.02,339,546,63.25,107,154,74.5,4178.02,1.06155599886007,1.00748739441086,62.5058823529412,0.473973348717117,0.00758285989854225
2,1575,"2ch_WT_001_pos010.tif",185.12,4509.93,339,546,62.7,109,152,76.12,4357.93,1.0846394984326,1.05087087680885,62.5058823529412,0.473973348717117,0.00758285989854225
3,1575,"2ch_WT_001_pos010.tif",191.56,4489.76,338,544,62.15,109,148,82.56,4341.76,1.1764035337703,1.04697164435721,62.5058823529412,0.473973348717117,0.00758285989854225
4,1575,"2ch_WT_001_pos010.tif",195.51,4494.21,338,543,62.15,110,158,85.51,4336.21,1.2184383015104,1.04563331782,62.5058823529412,0.473973348717117,0.00758285989854225
5,1575,"2ch_WT_001_pos010.tif",185.88,4506.09,339,542,62.7,111,170,74.88,4336.09,1.06697064690795,1.04560438103001,62.5058823529412,0.473973348717117,0.00758285989854225
6,1575,"2ch_WT_001_pos010.tif",190.13,4626.03,339,540,62.7,110,161,80.13,4465.03,1.14177828441151,1.07669696187819,62.5058823529412,0.473973348717117,0.00758285989854225
7,1575,"2ch_WT_001_pos010.tif",190.72,4568.3,339,539,62.7,111,161,79.72,4407.3,1.13593616414933,1.06277595449207,62.5058823529412,0.473973348717117,0.00758285989854225
8,1575,"2ch_WT_001_pos010.tif",194.27,4551.71,339,539,62.7,111,146,83.27,4405.71,1.18652037617555,1.06239254202466,62.5058823529412,0.473973348717117,0.00758285989854225
9,1575,"2ch_WT_001_pos010.tif",193.52,4548.53,340,538,62.7,112,146,81.52,4402.53,1.16158449700769,1.06162571708983,62.5058823529412,0.473973348717117,0.00758285989854225
10,1575,"2ch_WT_001_pos010.tif",201.99,4529,339,537,62.15,112,145,89.99,4384,1.28227415218011,1.05715739443497,62.5058823529412,0.473973348717117,0.00758285989854225
11,1575,"2ch_WT_001_pos010.tif",206.66,4525.92,339,536,62.15,113,147,93.66,4378.92,1.33456825306355,1.05593240365857,62.5058823529412,0.473973348717117,0.00758285989854225
12,1575,"2ch_WT_001_pos010.tif",212.66,4570.74,339,535,62.15,114,148,98.66,4422.74,1.40581362211456,1.06649915480459,62.5058823529412,0.473973348717117,0.00758285989854225
13,1575,"2ch_WT_001_pos010.tif",221.15,4512.91,339,534,62.15,114,158,107.15,4354.91,1.52678825876318,1.05014263426068,62.5058823529412,0.473973348717117,0.00758285989854225
14,1575,"2ch_WT_001_pos010.tif",232.02,4516.76,340,532,62.15,115,172,117.02,4344.76,1.66742661726988,1.04769506410705,62.5058823529412,0.473973348717117,0.00758285989854225
15,1575,"2ch_WT_001_pos010.tif",230.83,4555.87,340,532,62.15,116,241,114.83,4314.87,1.63622114562553,1.04048739199946,62.5058823529412,0.473973348717117,0.00758285989854225
16,1575,"2ch_WT_001_pos010.tif",240.37,4583,340,532,62.15,116,173,124.37,4410,1.77215730977486,1.06342703226693,62.5058823529412,0.473973348717117,0.00758285989854225
0,1583,"2ch_WT_002_pos001.tif",126.96,2722.6,1205,605,135.3,109,154,17.96,2568.6,1,1,134.976470588235,0.848917996455417,0.00628937764304981
1,1583,"2ch_WT_002_pos001.tif",128.25,3190.49,1204,603,135.85,109,153,19.25,3037.49,1.07182628062361,1.1825469127151,134.976470588235,0.848917996455417,0.00628937764304981
2,1583,"2ch_WT_002_pos001.tif",129.34,3569.51,1203,601,135.85,110,153,19.34,3416.51,1.07683741648107,1.33010589426147,134.976470588235,0.848917996455417,0.00628937764304981
3,1583,"2ch_WT_002_pos001.tif",130.37,3162.67,1202,601,136.95,111,148,19.37,3014.67,1.07850779510022,1.17366269563186,134.976470588235,0.848917996455417,0.00628937764304981
4,1583,"2ch_WT_002_pos001.tif",132.86,3011.28,1203,599,135.3,111,148,21.86,2863.28,1.21714922048998,1.11472397414934,134.976470588235,0.848917996455417,0.00628937764304981
5,1583,"2ch_WT_002_pos001.tif",133.39,3233.28,1202,598,135.85,111,147,22.39,3086.28,1.24665924276169,1.20154169586545,134.976470588235,0.848917996455417,0.00628937764304981
6,1583,"2ch_WT_002_pos001.tif",136.18,3658.32,1204,597,134.75,112,147,24.18,3511.32,1.34632516703786,1.36701705209063,134.976470588235,0.848917996455417,0.00628937764304981
7,1583,"2ch_WT_002_pos001.tif",137.06,3176.49,1204,595,135.3,112,150,25.06,3026.49,1.39532293986637,1.17826442419995,134.976470588235,0.848917996455417,0.00628937764304981
8,1583,"2ch_WT_002_pos001.tif",139.74,3581.99,1204,593,134.75,113,152,26.74,3429.99,1.48886414253898,1.33535388927821,134.976470588235,0.848917996455417,0.00628937764304981
9,1583,"2ch_WT_002_pos001.tif",141.69,3574.91,1205,592,134.75,113,157,28.69,3417.91,1.59743875278396,1.3306509382543,134.976470588235,0.848917996455417,0.00628937764304981
10,1583,"2ch_WT_002_pos001.tif",144.87,3525,1206,589,134.75,114,165,30.87,3360,1.71881959910913,1.30810558280776,134.976470588235,0.848917996455417,0.00628937764304981
11,1583,"2ch_WT_002_pos001.tif",147.96,3681.33,1207,588,134.75,115,145,32.96,3536.33,1.83518930957684,1.37675387370552,134.976470588235,0.848917996455417,0.00628937764304981
12,1583,"2ch_WT_002_pos001.tif",153.22,3665.67,1208,587,134.2,115,147,38.22,3518.67,2.12806236080178,1.36987853305302,134.976470588235,0.848917996455417,0.00628937764304981
13,1583,"2ch_WT_002_pos001.tif",160.46,4142.12,1208,587,133.65,115,143,45.46,3999.12,2.53118040089087,1.5569259518804,134.976470588235,0.848917996455417,0.00628937764304981
14,1583,"2ch_WT_002_pos001.tif",162.37,3386.9,1209,586,134.75,117,145,45.37,3241.9,2.52616926503341,1.26212722884061,134.976470588235,0.848917996455417,0.00628937764304981
15,1583,"2ch_WT_002_pos001.tif",175.53,4075.34,1209,584,133.65,117,146,58.53,3929.34,3.25890868596882,1.52975940200888,134.976470588235,0.848917996455417,0.00628937764304981
16,1583,"2ch_WT_002_pos001.tif",175.98,3431.76,1211,583,134.2,117,145,58.98,3286.76,3.28396436525613,1.27959199563965,134.976470588235,0.848917996455417,0.00628937764304981
0,1599,"2ch_WT_002_pos002.tif",120.13,2069.99,347,734,148.5,108,152,12.13,1917.99,1,1,148.111764705882,0.967685610710665,0.00653348241871453
1,1599,"2ch_WT_002_pos002.tif",121.26,2760.99,343,703,148.5,109,138,12.26,2622.99,1.01071723000824,1.36757230225392,148.111764705882,0.967685610710665,0.00653348241871453
2,1599,"2ch_WT_002_pos002.tif",121.27,1797.37,342,735,151.25,109,138,12.27,1659.37,1.01154163231657,0.865160923675306,148.111764705882,0.967685610710665,0.00653348241871453
3,1599,"2ch_WT_002_pos002.tif",122.48,1827.67,338,730,146.85,110,136,12.48,1691.67,1.02885408079143,0.882001470289209,148.111764705882,0.967685610710665,0.00653348241871453
4,1599,"2ch_WT_002_pos002.tif",122.9,1765.83,338,733,148.5,110,153,12.9,1612.83,1.06347897774114,0.840895937935026,148.111764705882,0.967685610710665,0.00653348241871453
5,1599,"2ch_WT_002_pos002.tif",123.52,1637.16,338,733,147.95,110,157,13.52,1480.16,1.11459192085738,0.771724565821511,148.111764705882,0.967685610710665,0.00653348241871453
6,1599,"2ch_WT_002_pos002.tif",124.46,1619.49,338,730,146.85,111,148,13.46,1471.49,1.10964550700742,0.767204208572516,148.111764705882,0.967685610710665,0.00653348241871453
7,1599,"2ch_WT_002_pos002.tif",125.85,1779.73,343,728,147.4,111,144,14.85,1635.73,1.2242374278648,0.852835520518877,148.111764705882,0.967685610710665,0.00653348241871453
8,1599,"2ch_WT_002_pos002.tif",127.12,1792.24,343,726,147.4,111,142,16.12,1650.24,1.32893652102226,0.86040073201633,148.111764705882,0.967685610710665,0.00653348241871453
9,1599,"2ch_WT_002_pos002.tif",129.13,1836.89,340,723,147.95,112,142,17.13,1694.89,1.41220115416323,0.883680311159078,148.111764705882,0.967685610710665,0.00653348241871453
10,1599,"2ch_WT_002_pos002.tif",131.18,1869.36,340,722,147.95,112,146,19.18,1723.36,1.58120362737016,0.898523975620311,148.111764705882,0.967685610710665,0.00653348241871453
11,1599,"2ch_WT_002_pos002.tif",133.91,1913.63,340,720,147.95,113,148,20.91,1765.63,1.72382522671064,0.920562672380982,148.111764705882,0.967685610710665,0.00653348241871453
12,1599,"2ch_WT_002_pos002.tif",137.61,2053.85,342,716,147.95,113,145,24.61,1908.85,2.02885408079143,0.995234594549502,148.111764705882,0.967685610710665,0.00653348241871453
13,1599,"2ch_WT_002_pos002.tif",140.84,2099,345,715,148.5,114,144,26.84,1955,2.21269579554823,1.01929624242045,148.111764705882,0.967685610710665,0.00653348241871453
14,1599,"2ch_WT_002_pos002.tif",142.69,1849.47,343,716,148.5,114,142,28.69,1707.47,2.36521022258862,0.890239260892914,148.111764705882,0.967685610710665,0.00653348241871453
15,1599,"2ch_WT_002_pos002.tif",148.08,1956.6,343,713,147.95,115,143,33.08,1813.6,2.72712283594394,0.945573230308813,148.111764705882,0.967685610710665,0.00653348241871453
16,1599,"2ch_WT_002_pos002.tif",152.35,1989.13,344,712,147.95,116,144,36.35,1845.13,2.99670239076669,0.962012314975574,148.111764705882,0.967685610710665,0.00653348241871453
0,1600,"2ch_WT_002_pos002.tif",125.74,3191.39,1099,234,105.05,108,152,17.74,3039.39,1,1,108.026470588235,1.19962463491956,0.011104913715937
1,1600,"2ch_WT_002_pos002.tif",126.79,2536.41,1084,235,110,109,138,17.79,2398.41,1.00281848928974,0.789108998845163,108.026470588235,1.19962463491956,0.011104913715937
2,1600,"2ch_WT_002_pos002.tif",128.65,3147.52,1083,234,108.9,109,138,19.65,3009.52,1.1076662908681,0.99017237011374,108.026470588235,1.19962463491956,0.011104913715937
3,1600,"2ch_WT_002_pos002.tif",130.23,3510.8,1082,232,108.9,110,136,20.23,3374.8,1.14036076662909,1.11035438031974,108.026470588235,1.19962463491956,0.011104913715937
4,1600,"2ch_WT_002_pos002.tif",131.01,3780.83,1082,232,108.9,110,153,21.01,3627.83,1.18432919954904,1.19360463777271,108.026470588235,1.19962463491956,0.011104913715937
5,1600,"2ch_WT_002_pos002.tif",132.03,3173.38,1082,229,109.45,110,157,22.03,3016.38,1.24182638105975,0.992429401952366,108.026470588235,1.19962463491956,0.011104913715937
6,1600,"2ch_WT_002_pos002.tif",133.83,3172.03,1082,227,108.35,111,148,22.83,3024.03,1.2869222096956,0.994946354367159,108.026470588235,1.19962463491956,0.011104913715937
7,1600,"2ch_WT_002_pos002.tif",136.01,3406.96,1087,226,108.9,111,144,25.01,3262.96,1.4098083427283,1.07355752305561,108.026470588235,1.19962463491956,0.011104913715937
8,1600,"2ch_WT_002_pos002.tif",138.72,3577.52,1087,224,108.9,111,142,27.72,3435.52,1.56257046223224,1.13033207321206,108.026470588235,1.19962463491956,0.011104913715937
9,1600,"2ch_WT_002_pos002.tif",142.09,3781.87,1085,224,107.25,112,142,30.09,3639.87,1.69616685456595,1.19756595895887,108.026470588235,1.19962463491956,0.011104913715937
10,1600,"2ch_WT_002_pos002.tif",145.95,3546.05,1086,223,107.8,112,146,33.95,3400.05,1.91375422773393,1.11866196835549,108.026470588235,1.19962463491956,0.011104913715937
11,1600,"2ch_WT_002_pos002.tif",149.14,3416.75,1087,222,107.8,113,148,36.14,3268.75,2.03720405862458,1.07546251056956,108.026470588235,1.19962463491956,0.011104913715937
12,1600,"2ch_WT_002_pos002.tif",156.08,3501.23,1088,220,107.8,113,145,43.08,3356.23,2.42841037204059,1.10424460171284,108.026470588235,1.19962463491956,0.011104913715937
13,1600,"2ch_WT_002_pos002.tif",159.97,3292.43,1090,219,107.25,114,144,45.97,3148.43,2.5913190529876,1.03587561977897,108.026470588235,1.19962463491956,0.011104913715937
14,1600,"2ch_WT_002_pos002.tif",169.57,3488,1088,218,107.25,114,142,55.57,3346,3.13246899661781,1.10087879475816,108.026470588235,1.19962463491956,0.011104913715937
15,1600,"2ch_WT_002_pos002.tif",175.57,3346.43,1089,218,107.25,115,143,60.57,3203.43,3.41431792559188,1.05397135609448,108.026470588235,1.19962463491956,0.011104913715937
16,1600,"2ch_WT_002_pos002.tif",193.39,4009.96,1091,217,106.7,116,144,77.39,3865.96,4.36245772266065,1.27195259575112,108.026470588235,1.19962463491956,0.011104913715937
0,1622,"2ch_WT_002_pos005.tif",121.69,2588.12,937,306,173.8,107,159,14.69,2429.12,1,1,174.123529411765,2.72970451966983,0.0156768274160964
1,1622,"2ch_WT_002_pos005.tif",122.26,2597.38,935,304,174.9,109,150,13.26,2447.38,0.902654867256638,1.00751712554341,174.123529411765,2.72970451966983,0.0156768274160964
2,1622,"2ch_WT_002_pos005.tif",122.57,1902.62,934,304,176,109,144,13.57,1758.62,0.923757658270932,0.723974114082466,174.123529411765,2.72970451966983,0.0156768274160964
3,1622,"2ch_WT_002_pos005.tif",123.56,2117.33,933,302,176,109,142,14.56,1975.33,0.991150442477876,0.813187491766566,174.123529411765,2.72970451966983,0.0156768274160964
4,1622,"2ch_WT_002_pos005.tif",124.11,2285.9,933,301,176,109,151,15.11,2134.9,1.0285908781484,0.87887794756949,174.123529411765,2.72970451966983,0.0156768274160964
5,1622,"2ch_WT_002_pos005.tif",125.61,2476.08,935,293,175.45,109,141,16.61,2335.08,1.13070115724983,0.961286391779739,174.123529411765,2.72970451966983,0.0156768274160964
6,1622,"2ch_WT_002_pos005.tif",127.29,2474.5,935,293,175.45,110,136,17.29,2338.5,1.17699115044248,0.962694309050191,174.123529411765,2.72970451966983,0.0156768274160964
7,1622,"2ch_WT_002_pos005.tif",129.4,2772.25,937,290,174.9,110,141,19.4,2631.25,1.32062627637849,1.08321120405744,174.123529411765,2.72970451966983,0.0156768274160964
8,1622,"2ch_WT_002_pos005.tif",134.93,4708.6,930,288,168.85,111,140.7,23.93,4567.9,1.62899931926481,1.88047523382954,174.123529411765,2.72970451966983,0.0156768274160964
9,1622,"2ch_WT_002_pos005.tif",133.76,2405.23,937,287,175.45,111,139,22.76,2266.23,1.54935330156569,0.932942794098274,174.123529411765,2.72970451966983,0.0156768274160964
10,1622,"2ch_WT_002_pos005.tif",142.03,3833.8,930,286,169.4,112,135,30.03,3698.8,2.04424778761062,1.52269134501383,174.123529411765,2.72970451966983,0.0156768274160964
11,1622,"2ch_WT_002_pos005.tif",149.51,4645.95,932,287,167.75,113,139,36.51,4506.95,2.48536419332879,1.85538384270847,174.123529411765,2.72970451966983,0.0156768274160964
12,1622,"2ch_WT_002_pos005.tif",150.21,3539.47,939,286,173.25,113,140,37.21,3399.47,2.53301565690946,1.39946565011197,174.123529411765,2.72970451966983,0.0156768274160964
13,1622,"2ch_WT_002_pos005.tif",147.04,1952.47,942,282,176,113,140,34.04,1812.47,2.31722260040844,0.746142636016335,174.123529411765,2.72970451966983,0.0156768274160964
14,1622,"2ch_WT_002_pos005.tif",152.6,2069.8,942,280,176,115,142,37.6,1927.8,2.55956432947583,0.793620735081017,174.123529411765,2.72970451966983,0.0156768274160964
15,1622,"2ch_WT_002_pos005.tif",163.06,2581.15,943,280,175.45,115,142,48.06,2439.15,3.2716133424098,1.00412906731656,174.123529411765,2.72970451966983,0.0156768274160964
16,1622,"2ch_WT_002_pos005.tif",178.97,3537.85,945,274,175.45,115,143,63.97,3394.85,4.35466303607897,1.39756372678172,174.123529411765,2.72970451966983,0.0156768274160964
0,1623,"2ch_WT_002_pos005.tif",123.96,3160.88,931,849,109.45,107,159,16.96,3001.88,1,1,110.582352941176,1.46126456114116,0.0132142654074151
1,1623,"2ch_WT_002_pos005.tif",124.85,2855.94,929,847,110.55,109,150,15.85,2705.94,0.934551886792453,0.901415113195731,110.582352941176,1.46126456114116,0.0132142654074151
2,1623,"2ch_WT_002_pos005.tif",126.38,3269.39,928,846,110.55,109,144,17.38,3125.39,1.0247641509434,1.04114421629112,110.582352941176,1.46126456114116,0.0132142654074151
3,1623,"2ch_WT_002_pos005.tif",127.03,2903.1,928,845,111.1,109,142,18.03,2761.1,1.06308962264151,0.919790264767412,110.582352941176,1.46126456114116,0.0132142654074151
4,1623,"2ch_WT_002_pos005.tif",126.81,2726.23,928,845,112.2,109,151,17.81,2575.23,1.0501179245283,0.85787239996269,110.582352941176,1.46126456114116,0.0132142654074151
5,1623,"2ch_WT_002_pos005.tif",128.47,2629.61,928,842,112.2,109,141,19.47,2488.61,1.14799528301887,0.829017149253135,110.582352941176,1.46126456114116,0.0132142654074151
6,1623,"2ch_WT_002_pos005.tif",131.84,2812.5,929,841,112.2,110,136,21.84,2676.5,1.2877358490566,0.891607925699895,110.582352941176,1.46126456114116,0.0132142654074151
7,1623,"2ch_WT_002_pos005.tif",133.21,2949.38,930,839,111.1,110,141,23.21,2808.38,1.3685141509434,0.935540394685997,110.582352941176,1.46126456114116,0.0132142654074151
8,1623,"2ch_WT_002_pos005.tif",135.13,2758.32,930,838,111.1,111,140.7,24.13,2617.62,1.42275943396226,0.871993550708223,110.582352941176,1.46126456114116,0.0132142654074151
9,1623,"2ch_WT_002_pos005.tif",139.14,2905.47,931,836,111.1,111,139,28.14,2766.47,1.65919811320755,0.921579143736592,110.582352941176,1.46126456114116,0.0132142654074151
10,1623,"2ch_WT_002_pos005.tif",152.9,5243.9,937,835,106.7,112,135,40.9,5108.9,2.41155660377359,1.70190014257732,110.582352941176,1.46126456114116,0.0132142654074151
11,1623,"2ch_WT_002_pos005.tif",151.31,3271.51,933,837,111.65,113,139,38.31,3132.51,2.25884433962264,1.04351606326702,110.582352941176,1.46126456114116,0.0132142654074151
12,1623,"2ch_WT_002_pos005.tif",153.86,2895.06,934,837,112.2,113,140,40.86,2755.06,2.40919811320755,0.917778192332805,110.582352941176,1.46126456114116,0.0132142654074151
13,1623,"2ch_WT_002_pos005.tif",168.25,3777.96,934,832,109.45,113,140,55.25,3637.96,3.25766509433962,1.2118938798353,110.582352941176,1.46126456114116,0.0132142654074151
14,1623,"2ch_WT_002_pos005.tif",174.29,3768.64,934,831,109.45,115,142,59.29,3626.64,3.49587264150943,1.20812290964329,110.582352941176,1.46126456114116,0.0132142654074151
15,1623,"2ch_WT_002_pos005.tif",182.68,3730.57,934,831,109.45,115,142,67.68,3588.57,3.99056603773585,1.19544085706291,110.582352941176,1.46126456114116,0.0132142654074151
16,1623,"2ch_WT_002_pos005.tif",193.97,3792.83,936,829,109.45,115,143,78.97,3649.83,4.65625,1.21584806854371,110.582352941176,1.46126456114116,0.0132142654074151
0,1624,"2ch_WT_002_pos005.tif",132.63,3373.3,307,908,105.6,107,159,25.63,3214.3,1,1,107.605882352941,1.64932584266849,0.0153274691550671
1,1624,"2ch_WT_002_pos005.tif",133.09,3194.78,304,907,106.15,109,150,24.09,3044.78,0.939914163090129,0.947260678841427,107.605882352941,1.64932584266849,0.0153274691550671
2,1624,"2ch_WT_002_pos005.tif",132.84,3360.59,303,908,106.7,109,144,23.84,3216.59,0.930159968786578,1.00071244127804,107.605882352941,1.64932584266849,0.0153274691550671
3,1624,"2ch_WT_002_pos005.tif",136.75,3996.51,309,905,103.4,109,142,27.75,3854.51,1.08271556769411,1.19917555921974,107.605882352941,1.64932584266849,0.0153274691550671
4,1624,"2ch_WT_002_pos005.tif",136.09,3327.39,301,901,107.25,109,151,27.09,3176.39,1.05696449473274,0.98820583019631,107.605882352941,1.64932584266849,0.0153274691550671
5,1624,"2ch_WT_002_pos005.tif",139.11,3305.49,302,905,107.25,109,141,30.11,3164.49,1.17479516191963,0.984503624428336,107.605882352941,1.64932584266849,0.0153274691550671
6,1624,"2ch_WT_002_pos005.tif",140.82,3171.53,301,902,108.35,110,136,30.82,3035.53,1.20249707374171,0.944382913853716,107.605882352941,1.64932584266849,0.0153274691550671
7,1624,"2ch_WT_002_pos005.tif",139.4,2987.35,303,895,108.35,110,141,29.4,2846.35,1.14709325009754,0.885527175434776,107.605882352941,1.64932584266849,0.0153274691550671
8,1624,"2ch_WT_002_pos005.tif",146.45,3699.23,303,897,107.8,111,140.7,35.45,3558.53,1.38314475224346,1.10709330180755,107.605882352941,1.64932584266849,0.0153274691550671
9,1624,"2ch_WT_002_pos005.tif",150.79,3935.4,307,897,106.7,111,139,39.79,3796.4,1.5524775653531,1.18109697290234,107.605882352941,1.64932584266849,0.0153274691550671
10,1624,"2ch_WT_002_pos005.tif",153.27,3626.09,306,895,108.9,112,135,41.27,3491.09,1.61022239563012,1.08611206172417,107.605882352941,1.64932584266849,0.0153274691550671
11,1624,"2ch_WT_002_pos005.tif",159.36,3589.12,306,897,108.35,113,139,46.36,3450.12,1.80881779165041,1.07336589615157,107.605882352941,1.64932584266849,0.0153274691550671
12,1624,"2ch_WT_002_pos005.tif",162.93,3417.2,305,895,109.45,113,140,49.93,3277.2,1.94810768630511,1.01956880191644,107.605882352941,1.64932584266849,0.0153274691550671
13,1624,"2ch_WT_002_pos005.tif",170.1,4172.22,311,892,106.7,113,140,57.1,4032.22,2.22785797893094,1.25446286905392,107.605882352941,1.64932584266849,0.0153274691550671
14,1624,"2ch_WT_002_pos005.tif",178.02,3371.97,308,889,109.45,115,142,63.02,3229.97,2.45883730003902,1.00487508944405,107.605882352941,1.64932584266849,0.0153274691550671
15,1624,"2ch_WT_002_pos005.tif",181.18,3134.27,309,885,109.45,115,142,66.18,2992.27,2.5821303160359,0.93092430700308,107.605882352941,1.64932584266849,0.0153274691550671
16,1624,"2ch_WT_002_pos005.tif",191.48,3336.96,310,886,109.45,115,143,76.48,3193.96,2.98400312134218,0.993672028124319,107.605882352941,1.64932584266849,0.0153274691550671
0,1627,"2ch_WT_002_pos005.tif",125.79,3548.23,1386,163,88,107,159,18.79,3389.23,1,1,86.7058823529412,0.512311658362486,0.0059086147843706
1,1627,"2ch_WT_002_pos005.tif",126.14,3868.49,1385,162,86.35,109,150,17.14,3718.49,0.912187333688132,1.09714890992939,86.7058823529412,0.512311658362486,0.0059086147843706
2,1627,"2ch_WT_002_pos005.tif",126.1,3895.52,1384,161,86.9,109,144,17.1,3751.52,0.910058541777541,1.10689448635826,86.7058823529412,0.512311658362486,0.0059086147843706
3,1627,"2ch_WT_002_pos005.tif",127.24,3985.06,1384,159,86.9,109,142,18.24,3843.06,0.970729111229377,1.13390357101761,86.7058823529412,0.512311658362486,0.0059086147843706
4,1627,"2ch_WT_002_pos005.tif",126.51,3921.94,1384,158,86.9,109,151,17.51,3770.94,0.931878658861096,1.11262440141271,86.7058823529412,0.512311658362486,0.0059086147843706
5,1627,"2ch_WT_002_pos005.tif",128.63,3926.4,1384,157,86.9,109,141,19.63,3785.4,1.0447046301224,1.11689085721536,86.7058823529412,0.512311658362486,0.0059086147843706
6,1627,"2ch_WT_002_pos005.tif",130.4,3895.23,1384,156,86.35,110,136,20.4,3759.23,1.08568387440128,1.10916933934847,86.7058823529412,0.512311658362486,0.0059086147843706
7,1627,"2ch_WT_002_pos005.tif",133.19,3894.97,1385,153,86.35,110,141,23.19,3753.97,1.23416711016498,1.10761736441611,86.7058823529412,0.512311658362486,0.0059086147843706
8,1627,"2ch_WT_002_pos005.tif",135.45,3967.64,1385,153,85.8,111,140.7,24.45,3826.94,1.30122405534859,1.12914732844923,86.7058823529412,0.512311658362486,0.0059086147843706
9,1627,"2ch_WT_002_pos005.tif",139.31,3847.83,1386,151,86.35,111,139,28.31,3708.83,1.5066524747206,1.09429870501559,86.7058823529412,0.512311658362486,0.0059086147843706
10,1627,"2ch_WT_002_pos005.tif",142.93,3841.94,1388,150,86.9,112,135,30.93,3706.94,1.64608834486429,1.09374105622811,86.7058823529412,0.512311658362486,0.0059086147843706
11,1627,"2ch_WT_002_pos005.tif",148.73,3730.77,1388,151,87.45,113,139,35.73,3591.77,1.90154337413518,1.05975988646389,86.7058823529412,0.512311658362486,0.0059086147843706
12,1627,"2ch_WT_002_pos005.tif",156.04,3857.99,1389,150,86.9,113,140,43.04,3717.99,2.29058009579563,1.09700138379514,86.7058823529412,0.512311658362486,0.0059086147843706
13,1627,"2ch_WT_002_pos005.tif",163.94,3860.56,1389,146,86.35,113,140,50.94,3720.56,2.71101649813731,1.09775966812521,86.7058823529412,0.512311658362486,0.0059086147843706
14,1627,"2ch_WT_002_pos005.tif",175.19,3877.08,1389,145,86.35,115,142,60.19,3735.08,3.20329962746141,1.10204382706396,86.7058823529412,0.512311658362486,0.0059086147843706
15,1627,"2ch_WT_002_pos005.tif",186.62,4000.13,1390,144,86.35,115,142,71.62,3858.13,3.81160191591272,1.13835000870404,86.7058823529412,0.512311658362486,0.0059086147843706
16,1627,"2ch_WT_002_pos005.tif",195.25,3814.6,1392,143,86.9,115,143,80.25,3671.6,4.27088877062267,1.08331390905899,86.7058823529412,0.512311658362486,0.0059086147843706
0,1661,"2ch_WT_002_pos007.tif",119.64,2015.89,493,735,125.4,108,126,11.64,1889.89,1,1,127.794117647059,1.6378227118019,0.0128161040739389
1,1661,"2ch_WT_002_pos007.tif",121.57,3550.85,488,731,123.75,108,128,13.57,3422.85,1.16580756013746,1.81113715613078,127.794117647059,1.6378227118019,0.0128161040739389
2,1661,"2ch_WT_002_pos007.tif",120.48,1668.6,490,734,127.6,109,130,11.48,1538.6,0.986254295532646,0.814121456804364,127.794117647059,1.6378227118019,0.0128161040739389
